"","id","fonte_dados","data_assinatura","data_limite","duracao_dias","titulo_projeto","status_projeto","valor_contratado","valor_executado_2013_2020","nome_agente_financiador","natureza_agente_financiador","modalidade_financiamento","nome_agente_executor","natureza_agente_executor","uf_ag_executor","regiao_ag_executor","p&d_ou_demonstracao","valor_executado_2013","valor_executado_2014","valor_executado_2015","valor_executado_2016","valor_executado_2017","valor_executado_2018","valor_executado_2019","valor_executado_2020","iea1_1","iea1_2","iea1_3","iea1_4","iea2_1","iea2_2","iea2_3","iea3_1","iea3_2","iea3_3","iea3_4","iea3_5","iea3_6","iea3_7","iea4_1","iea4_2","iea5_1","iea5_2","iea6_1","iea6_2","iea6_3","iea7_1","iea7_2"
"112","Aneel-PD-00382-0054","Aneel",2011-02-09,2018-02-19,2567,"Conector especializado para corte de fornecimento a cliente de baixa tensão - fases de cabeça de série e lote pioneiro.","CONCLUÍDO",2685738.76,1961729.71367355,"LIGHT SERVIÇOS DE ELETRICIDADE S A","Empresa Privada",NA,"LIGHT SERVIÇOS DE ELETRICIDADE S A","Empresa Privada","RJ","SE",NA,380837.128414492,380837.128414492,380837.128414492,381883.384261784,380837.128414492,51266.5365173354,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"113","Aneel-PD-06585-1103","Aneel",2011-02-10,2014-11-21,1380,"Estudo e análise dos efeitos de penetração de umidade e da contaminação sobre a durabilidade e o desempenho elétrico dos pára-raios poliméricos de distribuição.","CONCLUÍDO",865749.2,432247.245507246,"ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada",NA,"ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","MG","SE",NA,228357.035362319,203262.855652174,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"114","Aneel-PD-06491-0022","Aneel",2011-02-14,2018-08-02,2726,"CARACTERIZAÇÃO DE TRANSIENTES MUITO RÁPIDOS - VFT ATRAVÉS DE MEDIÇÃO EM CAMPO E SIMULAÇÃO DIGITAL EM SUBESTAÇÕES ISOLADAS A GÁS SF6 - SIG E SUBESTAÇÕES ISOLADAS A AR - SIA.","CONCLUÍDO",4385422,3280218.43653705,"COPEL GERAÇÃO E TRANSMISSÃO S.A.","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,585580.927366104,585580.927366104,585580.927366104,587189.66617755,585580.927366104,342661.366837858,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"115","Aneel-PD-00372-0029","Aneel",2011-02-15,2019-08-06,3094,"Desenvolvimento de novas funcionalidades da ferramenta computacional para análise e avaliação das grandezas relacionadas à qualidade da energia elétrica","CONCLUÍDO",1031395,802714.660633484,"CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,121340.588235294,121340.588235294,121340.588235294,121673.941499677,121340.588235294,121340.588235294,72337.6583710407,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"116","Aneel-PD-00382-0065","Aneel",2011-02-17,2018-09-13,2765,"Cabeça de Série de Emenda de Reparo Provisório de Montagem Rápida para Cabo Óleo Fluido classe 145 kV","CONCLUÍDO",1487650,1119638.20976492,"LIGHT SERVIÇOS DE ELETRICIDADE S A","Empresa Privada",NA,"LIGHT SERVIÇOS DE ELETRICIDADE S A","Empresa Privada","RJ","SE",NA,195842.53164557,195842.53164557,195842.53164557,196380.560578662,195842.53164557,137197.377938517,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"117","Aneel-PD-04951-0338","Aneel",2011-02-23,2019-06-28,3047,"GT338 - DE - Desenvolvimento de sistema integrado para supervisão e orientação à operação remota segura de usinas hidrelétricas","CONCLUÍDO",3960823.05,3079484.67523794,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,473166.915063997,473166.915063997,473166.915063997,474466.824171316,473166.915063997,473166.915063997,231383.821102724,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"118","Aneel-PD-05785-0926","Aneel",2011-02-25,2014-02-21,1092,"Desenvolvimento de uma Metodologia para Identificação em Tempo Real da Relação CausaEfeito de Grandes Desligamentos em Sistemas Elétricos de Potência com Ênfase na Redução do Tempo de Restabelecimento","CONCLUÍDO",444558.98,169355.801904762,"COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELÉTRICA - CEEE-T","Empresa Privada",NA,"COMPANHIA ESTADUAL DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA - CEEE-GT","Empresa Privada","RS","S",NA,148186.326666667,20762.3699450549,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"119","Aneel-PD-06585-1102","Aneel",2011-02-25,2014-02-24,1095,"Desenvolvimento de metodologia para padronização de subestações aderente aos conceitos Smart Grid, considerando o uso do protocolo de comunicação IEC61850","CONCLUÍDO",4224549.6,1616517.15287671,"ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada",NA,"ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","MG","SE",NA,1404325.16383562,208333.952876712,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"120","Aneel-PD-04950-0420","Aneel",2011-03-02,2019-10-30,3164,"Desenvolvimento de Modem PLC para Aplicações de Telecomunicações e Smart Grids em Redes de Baixa tensão","CONCLUÍDO",4121602.08,3247520.22295828,"CEMIG DISTRIBUIÇÃO S.A","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,474166.610973451,474166.610973451,474166.610973451,475469.266498104,474166.610973451,474166.610973451,393401.968445006,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"121","Aneel-PD-04951-0336","Aneel",2011-03-03,2019-07-10,3051,"DE - GT336 - Desenvolvimento de ferramentas para otimização de malhas de controle de usinas geradoras de energia elétrica","CONCLUÍDO",2732408.5,2132371.2351688,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,325990.394624713,325990.394624713,325990.394624713,326885.972631924,325990.394624713,325990.394624713,170159.821370043,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"122","Aneel-PD-00394-0912","Aneel",2011-03-04,2013-03-03,730,"Formação de Vórtices em Tomadas d'água de Usinas Hidrelétricas","EM ATRASO",1591172.11,132960.957136986,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,132960.957136986,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"123","Aneel-PD-04950-0390","Aneel",2011-03-04,2014-03-03,1095,"D390 - DE - Desenvolvimento de Funções Avançadas de EMS (Energy Management System) - Fase II","EM ATRASO",7555536,2939414.00547945,"CEMIG DISTRIBUIÇÃO S.A","Empresa Privada",NA,"CEMIG DISTRIBUIÇÃO S.A","Empresa Privada","MG","SE",NA,2511611.96712329,420902.005479452,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"124","Aneel-PD-00372-0031","Aneel",2011-03-04,2015-09-30,1671,"Metodologia de Controle Preventivo Baseada em Árvore de Decisão para a Melhoria da Segurança Estática e Dinâmica do Sistema Interligado da Eletronorte","CONCLUÍDO",584949.92,350759.916122083,"CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada",NA,"CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada","DF","CO",NA,127421.765936565,127421.765936565,95216.2646558947,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"125","Aneel-PD-00372-0032","Aneel",2011-03-04,2013-03-03,730,"Implantação de Instruções Técnicas Virtuais de Operação e Manutenção para Geração e Desenvolvimento de GAME e Simulador de Modulo de Falhas e Defeitos","CANCELADO",1562427.2,130558.985205479,"CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,130558.985205479,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"126","Aneel-PD-06585-1101","Aneel",2011-03-10,2017-03-15,2197,"Projeto, Implantação e Operação de uma rede de medição da irradiação solar direta para o estado da PB visando a elaboração de uma metodologia para localização de centrais solares termoelétricas.","CONCLUÍDO",1635825.79,1142174.22023669,"ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada",NA,"ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","MG","SE",NA,271024.391242604,271024.391242604,271024.391242604,271768.963746017,54353.7927492035,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"127","Aneel-PD-00095-0002","Aneel",2011-03-14,2013-03-13,730,"Desenvolvimento de um sistema para leitura remota de medidores eletrônicos de energia","CANCELADO",168526.49,16390.9325890411,"DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,16390.9325890411,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"128","Aneel-PD-00095-0001","Aneel",2011-03-14,2013-03-13,730,"Modelagem e Identificação de Parâmetros de um Sistema de Distribuição Primário de Energia Elétrica em Média Tensão","CANCELADO",170970,16628.5890410959,"DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,16628.5890410959,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"129","Aneel-PD-00394-0916","Aneel",2011-03-14,2013-03-13,730,"Mitigação de Poluição Sonora nos Arredores de Estações Conversoras","CANCELADO",1415977.55,137718.364452055,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,137718.364452055,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"130","Aneel-PD-00394-0904","Aneel",2011-03-14,2014-03-13,1095,"Avaliação e monitoramento da qualidade da água do Reservatório da Usina Hidroelétrica de Furnas através de vertebrados aquáticos - Fase 2","CANCELADO",4566173,1818129.15799087,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,1517887.6456621,296071.491324201,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"131","Aneel-PD-00063-0033","Aneel",2011-03-18,2015-07-22,1587,"PA0033 - ELEMENTO HÍBRIDO DE BAIXO CUSTO PARA CONCENTRAÇÃO E COMUNICAÇÃO ENTRE MEDIDOR E SE","CONCLUÍDO",3468696.64,2037066.96186515,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,795592.676093258,795592.676093258,441510.221348456,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"132","Aneel-PD-00063-0018","Aneel",2011-03-18,2015-02-26,1441,"CS0018 - CONDICIONADOR DUAL EFICIENTE DE BAIXO CUSTO","CONCLUÍDO",2283672,1245639.27272727,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,576860.935461485,576860.935461485,88747.8362248439,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"133","Aneel-PD-00063-0031","Aneel",2011-03-18,2016-01-26,1775,"PA0031 - METODOLOGIA PARA APOIO À DECISÃO SOBRE INVESTIMENTO EM PLANEJAMENTO","CONCLUÍDO",611200,385658.591549296,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,125339.042253521,125339.042253521,125339.042253521,8608.45070422535,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"134","Aneel-PD-00063-0038","Aneel",2011-03-18,2015-06-24,1559,"CS0038 - SISTEMA DE DIAGNÓSTICO DE FALHA EM PONTO DE IP","CONCLUÍDO",1228580,712403.027581783,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,286852.546504169,286852.546504169,137121.821680564,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"135","Aneel-PD-00063-0023","Aneel",2011-03-18,2015-02-13,1428,"PA0023 - CONEXÃO DE CARGAS EM PONTOS DE DHT CRÍTICA","CONCLUÍDO",1194219,646450.481092437,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,304408.764705882,304408.764705882,35960.3760504202,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"136","Aneel-PD-00063-0026","Aneel",2011-03-18,2014-11-19,1342,"PB0026 - ESTUDO DOS IMPACTOS DA INSERÇÃO DE MICRORREDES E MICROGERAÇÃO EM SISTEMAS DE DISTRIBUIÇÃO","CONCLUÍDO",324321.4,166027.423099851,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,87967.9505216095,77817.8023845008,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"137","Aneel-PD-00063-0036","Aneel",2011-03-18,2014-11-17,1340,"PA0036 - CENÁRIOS ECONÔMICOS MUNICIPAIS PARA PROJEÇÃO REGIONAL DE MERCADO","CONCLUÍDO",1886280,964255.074626866,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,512392.47761194,450454.925373134,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"138","Aneel-PD-00063-0025","Aneel",2011-03-18,2014-09-22,1284,"PA0025 - CAMPANHA OTIMIZADA DE MEDIÇÃO","CONCLUÍDO",3715812,1820284.85046729,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,1053392.18691589,763998.728971963,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"139","Aneel-PD-00063-0016","Aneel",2011-03-18,2014-03-17,1095,"CS0016 - FILTRO HÍBRIDO PARA APLICAÇÕES DE BAIXO CUSTO","EM ATRASO",2653660,1066310.86757991,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,882129.899543379,181757.534246575,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"140","Aneel-PD-00063-0037","Aneel",2011-03-18,2016-01-13,1762,"PA0037 - MATRIZ DE REUSO E DESCARTE LIMPO NA CPFL","CONCLUÍDO",3153567.54,1981270.86650397,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,651474.792599319,651474.792599319,651474.792599319,21477.1909648127,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"141","Aneel-PD-00063-0024","Aneel",2011-03-18,2015-02-26,1441,"CS0024 - OTIMIZAÇÃO DOS RECURSOS DE MANUTENÇÃO","CONCLUÍDO",3413992,1862177.45454545,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,862382.434420541,862382.434420541,132674.220680083,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"142","Aneel-PD-00063-0039","Aneel",2011-03-18,2015-09-18,1645,"DE0039 - DESENVOLVIMENTO DE PROCESSO: FABRICAÇÃO DE SF6","CONCLUÍDO",1764810,1062104.49848024,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,390511.14893617,390511.14893617,278936.534954407,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"143","Aneel-PD-00063-0027","Aneel",2011-03-18,2015-11-18,1706,"DE0027 - SMART SUBSTATION","CONCLUÍDO",4965714,3059182.54044549,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,1059507.55920281,1059507.55920281,934345.951934349,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"144","Aneel-PD-00385-0036","Aneel",2011-03-22,2013-12-03,987,"Monitoramento de conexões e emendas em subestações","CONCLUÍDO",1047024,356433.70212766,"ELEKTRO REDES S.A.","Empresa Privada",NA,"ELEKTRO REDES S.A.","Empresa Privada","SP","SE",NA,356433.70212766,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"145","Aneel-PD-00394-0909","Aneel",2011-03-23,2013-03-22,730,"Elaborar metodologia de avaliação global dos impactos causados por programas de conservação de energia, enquanto instrumentos de política pública","CANCELADO",1587546,173977.643835616,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,173977.643835616,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"146","Aneel-PD-04951-0345","Aneel",2011-03-23,2019-02-05,2876,"PB - Desenvolvimento de ferramentas moleculares (DNA) para monitoramento ambiental de peixes e plantéis de piscicultura.","CONCLUÍDO",945852.67,732082.073511822,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada",NA,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","MG","SE",NA,119711.53403338,119711.53403338,119711.53403338,120040.411874131,119711.53403338,119711.53403338,11510.7244262865,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"147","Aneel-PD-02608-1101","Aneel",2011-03-25,2013-09-23,913,"Efeitos do Tratamento Criogênico e do Revestimento de Nitreto de Titânio na Fadiga sob Fretting e no Desgaste Abrasivo de Ligas de Alumínio utilizadas na Fabricação de Cabos e Grampos de Suspensão","EM ATRASO",1769482.06,513595.55958379,"Expansion Transmissão de Energia Elétrica S.A","Empresa Privada",NA,NA,"Empresa Privada",NA,NA,NA,513595.55958379,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"148","Aneel-PD-00063-0035","Aneel",2011-03-25,2016-05-25,1888,"DE0035 - TMADP: TRANSFORMADOR MÓVEL DE ALTA DENSIDADE DE POTÊNCIA PARA TRÁFEGO SEM LICENÇA ESPECIAL","CONCLUÍDO",10088840,6626144.91525424,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,1945094.15254237,1945094.15254237,1945094.15254237,774831.461864407,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"149","Aneel-PD-00063-0030","Aneel",2011-03-25,2015-03-25,1461,"PA0030 - NOVOS PADRÕES DE REDE SOB DESCARGAS ATMOSFÉRICAS DIRETAS","EM ATRASO",4707296,2619460.40246407,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada",NA,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE",NA,1172796.53935661,1172796.53935661,267423.386721424,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"150","Aneel-PD-04951-0333","Aneel",2011-03-28,2019-02-07,2873,"PA - Desenvolvimento de um sistema para aumento da eficiência do controle conjunto de tensão e potência na geração de energia elétrica com emprego de técnicas de Inteligência Computacional","CONCLUÍDO",1555557.95,1206328.96366168,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada",NA,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","MG","SE",NA,197084.265158371,197084.265158371,197084.265158371,197625.705447268,197084.265158371,197084.265158371,20033.2906891751,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
